date,region,service_type,shipment_volume,total_weight,total_revenue,fleet_vehicles_available,warehouse_capacity_used,labor_available,weather_impact,competitor_activity
2023-07-02,Southwest,Dedicated Contract Carriage,63,112665.47528929092,15876.086106625698,89,70.37294963514644,182,None,Normal
2024-02-19,West,Dedicated Contract Carriage,309,632220.2406319322,163732.2772713686,60,57.7227906117113,56,None,Low
2023-03-27,West,Transportation Management,236,454372.86660036625,92098.14065852734,53,70.9841075224351,66,None,Normal
2023-12-20,West,Fleet Maintenance,242,625948.9777369071,44184.53991959795,40,31.733149604255832,50,Moderate,Normal
2023-11-02,Northeast,Distribution Center Management,134,336510.9969504483,54397.75001839062,66,43.224516546546155,180,Minor,Normal
2023-04-03,Northeast,Transportation Management,279,719675.7434161209,192925.4419705439,38,65.09253028128744,134,None,Normal
2024-01-20,Southwest,Transportation Management,119,269181.51962112327,37741.704581056816,78,76.64945887854995,121,None,Normal
2023-01-08,Southeast,Transportation Management,58,117588.66322679441,30208.802620685758,23,76.76869632965048,51,None,Low
2023-03-24,Northwest,Transportation Management,236,750909.6295614131,101438.53700770084,33,68.45654512501696,197,Moderate,Normal
2024-01-11,Midwest,Freight Management,80,185920.4613509113,25070.640879622348,92,51.47551950399388,116,None,Normal
2023-05-16,West,Distribution Center Management,235,330752.5058047926,82898.38640159725,28,70.05843823480708,81,None,Low
2024-11-18,West,Distribution Center Management,110,321459.716426691,12657.434277084818,41,72.71029232900872,185,Minor,Normal
2024-07-07,Southwest,Transportation Management,66,149010.31666323898,22281.071721594024,80,48.54705687873175,127,None,Normal
2023-01-12,Northwest,Dedicated Contract Carriage,187,354633.13810653077,40240.3280809927,97,63.14558093209385,99,Severe,Normal
2024-11-15,West,Freight Management,227,497213.0176142215,75479.09171356716,21,86.73133615957839,95,None,Normal
2024-02-05,Southeast,Transportation Management,152,430778.54420638416,46936.05413072251,60,60.05291047131559,65,None,Normal
2024-01-23,Midwest,Freight Management,214,690712.2119313794,80023.34936324049,34,40.90175740279619,64,None,Normal
2023-10-07,Northeast,Transportation Management,59,58906.57573653595,29935.89995619917,64,80.38945239884478,76,None,High
2024-01-19,Southeast,Transportation Management,193,343045.58757243946,140197.34535365112,58,76.09494815906743,177,None,Normal
2023-11-22,Northeast,Transportation Management,145,433669.0502205848,93721.00900697566,65,68.63908571805894,177,None,Normal
2024-09-05,Southwest,Dedicated Contract Carriage,168,318402.2491659802,83984.46257169268,88,61.53494196553182,71,None,Normal
2024-11-20,West,Dedicated Contract Carriage,44,72751.60683017042,11102.029033875177,54,76.99501392717214,50,None,Normal
2023-07-05,Northeast,Distribution Center Management,275,690488.4915141003,225613.9135269867,91,77.5200697039988,197,None,Low
2023-11-22,Midwest,Dedicated Contract Carriage,150,383186.0311987626,48640.8496381641,76,50.33962914361598,190,Minor,Normal
2023-04-16,Midwest,Supply Chain Solutions,95,180497.338004733,53552.587527186275,84,77.73299553371523,97,None,Normal
2023-04-12,West,Freight Management,306,710873.8372749173,150639.28167488545,72,62.213200078959886,173,None,High
2023-12-30,Southwest,Distribution Center Management,113,167655.94780093027,100676.12301979157,60,67.65504285536908,186,None,Normal
2023-09-06,Northwest,Freight Management,196,435584.6699156199,59339.537932223204,93,57.77822724574311,100,None,Normal
2023-06-22,Midwest,Fleet Maintenance,259,565400.5657821557,162193.3802598958,38,61.92015290081291,95,Moderate,Normal
2024-01-23,Southeast,Fleet Maintenance,207,625591.2107959364,114262.27369820308,52,47.88317272472771,165,None,High
2023-06-02,West,Dedicated Contract Carriage,225,442405.3138982694,109040.88130712607,64,64.14783490359042,72,None,High
2024-02-28,Southeast,Supply Chain Solutions,201,320978.82776649593,58367.25425810631,39,44.83485943247232,196,None,Low
2023-03-29,Southwest,Fleet Maintenance,200,303860.34136860317,100522.306180453,71,76.83777007860868,106,None,Normal
2023-03-31,West,Freight Management,190,308831.1500798373,140380.5210663478,21,61.823740298241745,85,None,Normal
2024-10-26,West,Transportation Management,63,172400.1075146892,37027.23399101828,87,42.82876313589577,141,None,Normal
2023-12-18,Northwest,Dedicated Contract Carriage,183,413556.3748411229,85201.57121852641,23,88.6708138548042,156,Moderate,Normal
2023-04-30,Midwest,Dedicated Contract Carriage,97,174926.59816496572,30921.958637403273,77,50.36906595339203,59,Minor,Normal
2024-03-07,Northeast,Supply Chain Solutions,293,800264.3777084238,134494.66395761567,56,84.360258132504,178,None,Low
2023-07-01,West,Distribution Center Management,69,159224.0421392323,12452.891785070753,43,31.868957215678062,60,None,Low
2024-03-17,Southeast,Supply Chain Solutions,111,155192.85765522448,118305.02182791336,34,82.30481833384007,131,None,Normal
2024-06-03,Northeast,Supply Chain Solutions,149,294544.8242090537,43347.97929251869,89,50.18388626988391,134,Minor,Low
2023-04-14,Northeast,Dedicated Contract Carriage,266,609470.633373841,72981.88908259558,63,80.95320638698978,165,None,High
2023-08-13,Northeast,Fleet Maintenance,75,173479.8207293817,70642.89386026692,39,48.764180100685735,189,None,High
2023-03-15,Southwest,Supply Chain Solutions,306,511005.3055860531,66078.7449865937,88,74.81582286010345,85,None,Normal
2023-10-04,West,Transportation Management,96,188667.80718486285,125120.30910046717,23,74.37615445764898,63,None,Low
2023-05-12,Southeast,Supply Chain Solutions,171,381238.8831093487,64453.80150399734,78,84.00477762073552,166,Minor,Low
2023-01-04,Southwest,Supply Chain Solutions,108,283053.7117203079,18205.491265881978,89,81.20762269441569,190,Minor,Low
2023-05-09,Midwest,Distribution Center Management,173,251611.65389649945,87933.44059574862,40,81.70775165601862,59,None,Normal
2023-04-25,Northwest,Freight Management,212,538287.8736711227,90996.49533528807,94,84.18637700082874,183,None,Low
2024-10-24,Northwest,Freight Management,81,148768.52659422072,25534.416244072712,89,77.67988304601855,164,Severe,High
2023-07-23,West,Freight Management,53,168138.0499558239,32301.52016744597,74,82.18282492079788,183,Moderate,Normal
2024-06-28,Midwest,Dedicated Contract Carriage,149,213787.6607645025,48128.16961315827,41,94.4426807303232,176,None,Normal
2023-01-06,Northwest,Fleet Maintenance,183,354190.05447359174,96303.24072637042,58,68.28725624478336,59,None,Normal
2023-05-09,West,Fleet Maintenance,238,440730.1651982318,67685.72332955712,55,34.629957969844995,148,None,Normal
2023-10-10,Northeast,Freight Management,83,148217.9131280884,23589.335350482463,49,60.487865484705395,61,None,Normal
2023-01-23,Midwest,Fleet Maintenance,317,571431.1864705486,184652.57211230864,50,37.519295108709585,152,None,Normal
2023-07-24,Southwest,Freight Management,281,499579.04441040574,236527.90470441105,89,42.30775326793604,180,Moderate,Normal
2023-03-13,Northeast,Fleet Maintenance,129,119577.95136335412,42912.580178780736,77,67.78270536600446,64,None,Normal
2024-06-10,Southwest,Transportation Management,194,335716.5889690706,114054.33053382635,66,56.63743690631294,137,None,Low
2023-03-15,Midwest,Freight Management,191,431008.50530162,96356.65519925447,48,65.8096566070288,74,None,Normal
2024-05-26,Southwest,Freight Management,91,164159.31825433343,28491.15417988602,73,62.87800736250476,146,None,Normal
2024-10-23,West,Fleet Maintenance,126,146683.9583788937,17264.24842093604,50,73.97657913369474,137,None,High
2023-04-29,Southwest,Supply Chain Solutions,116,245946.61373743016,43469.0909672974,65,45.803560551763944,159,None,Low
2024-03-23,Southwest,Fleet Maintenance,118,291317.33204601647,87369.2561423429,44,43.45119112069966,177,None,Normal
2024-07-18,Midwest,Supply Chain Solutions,219,372137.7311242259,132419.0636223115,84,85.74167843693151,52,None,High
2024-07-11,Midwest,Fleet Maintenance,219,389258.5496616289,136225.49298459146,54,88.1520458299465,85,None,High
2023-07-18,Northeast,Fleet Maintenance,124,220241.947644572,113798.35972890661,36,55.28266433929144,181,None,Normal
2023-09-01,West,Fleet Maintenance,156,277830.9440234673,76743.42121134467,86,55.55456278687597,97,None,Normal
2024-12-30,Midwest,Distribution Center Management,186,271160.3775307647,71936.15533167345,38,70.83364198865661,101,None,Normal
2024-08-02,Southeast,Dedicated Contract Carriage,155,435853.93418271263,82878.7207577661,85,47.00736670885581,101,None,High
2024-06-24,West,Transportation Management,239,463407.3811796775,77894.50245516715,91,69.3967567317953,60,None,Normal
2023-12-08,Southwest,Freight Management,216,448437.9091113922,120799.92799162211,86,56.9258199421615,173,None,High
2024-07-21,Midwest,Fleet Maintenance,101,244340.4645927837,42411.725700423296,85,46.35460840783074,99,None,High
2023-03-14,Northwest,Supply Chain Solutions,173,326183.9201851418,62764.55619191422,66,37.42208343698037,163,None,Normal
2023-11-13,Southwest,Supply Chain Solutions,104,184909.84616585437,67946.13983330231,51,67.20450484583897,182,None,Normal
2024-11-02,Midwest,Supply Chain Solutions,70,134067.56204957835,43918.21397247226,41,54.87308108745525,70,None,Normal
2024-02-26,Midwest,Supply Chain Solutions,229,435845.4473069617,340869.0335270867,75,82.2663756979844,185,None,Normal
2024-12-10,West,Freight Management,186,387497.3601324247,52976.74510121614,37,89.27269239622376,126,None,Normal
2024-05-30,Southwest,Fleet Maintenance,335,793089.1836452703,122467.69910308767,34,37.537728647904075,142,None,Low
2023-09-27,Northeast,Transportation Management,77,147049.16691628005,26216.82402745777,83,50.976118899020214,50,None,Low
2023-01-18,Northeast,Transportation Management,277,731474.0802014963,297055.6164980447,58,38.36122129698522,52,None,Normal
2024-02-23,Midwest,Distribution Center Management,245,735935.24134227,22143.12734304423,28,72.89784297148631,194,Minor,High
2024-10-29,West,Distribution Center Management,85,172720.03822686494,26094.300877346108,45,45.3374336251107,135,Minor,High
2023-08-09,Southwest,Fleet Maintenance,157,238750.56857021,99008.49729995968,75,62.96883297081881,66,Minor,Normal
2023-04-04,Southwest,Distribution Center Management,283,474426.7937364021,221460.49451981485,39,38.75449431076655,168,Minor,Normal
2024-09-22,Midwest,Dedicated Contract Carriage,86,128427.82189907464,13583.80477310916,81,36.4002161331821,57,Minor,Normal
2024-12-13,Northeast,Fleet Maintenance,199,283901.13655700354,59518.91862547927,73,88.12890967796834,51,None,High
2024-08-25,Northwest,Transportation Management,68,181051.42524275265,47216.091222972726,35,86.05674211621938,118,Minor,High
2023-10-27,Northwest,Dedicated Contract Carriage,119,209830.09216201774,33668.40709982737,60,48.49140246757804,77,None,High
2024-01-08,Northeast,Freight Management,216,641159.9520737994,70451.39973445827,68,80.30984274266015,84,None,High
2023-12-09,Midwest,Fleet Maintenance,99,313944.16347773594,26803.70602916448,95,76.12496752099983,68,None,Low
2024-11-18,Midwest,Distribution Center Management,229,540878.0069187674,183306.78748095754,80,73.31390889295649,131,None,Normal
2023-05-22,West,Freight Management,231,456980.2881401966,111030.4526821429,62,71.25558149789516,144,None,Normal
2024-04-02,Midwest,Freight Management,138,243969.33758625377,21182.16792574198,81,62.23962120392088,75,None,Normal
2023-07-27,Midwest,Fleet Maintenance,177,394687.56091365777,65329.28217882194,86,72.12164177332609,138,Minor,Low
2023-03-27,Northwest,Distribution Center Management,163,336132.5375519816,76902.12774444572,33,58.90312401671886,179,None,Normal
2024-07-09,West,Freight Management,264,555226.2734690544,58357.70300624535,86,53.36249900136354,85,Minor,Normal
2023-12-10,West,Freight Management,72,163263.59204166406,14550.39142231016,55,56.37190971679913,114,None,High
2024-03-27,Southwest,Supply Chain Solutions,236,460286.33426155965,87387.01187149933,96,74.64340150664201,99,None,Normal
2024-05-27,Northwest,Distribution Center Management,232,596400.3310799274,67719.28144416567,41,77.6219120385036,136,None,Normal
2024-12-12,West,Fleet Maintenance,145,309861.871375823,72042.26332131699,87,56.426704163756135,109,Minor,Normal
2023-05-28,Northeast,Supply Chain Solutions,154,324543.79046141234,37350.21767940203,28,67.88431479505233,85,None,Low
2024-12-16,Northeast,Transportation Management,172,272055.584239352,111794.8829555044,76,78.0401690960151,81,None,Normal
2023-10-28,Northeast,Freight Management,77,196214.86853275265,37004.759632656256,26,40.21743339913789,86,Minor,Normal
2024-01-03,Northwest,Dedicated Contract Carriage,190,582547.9695445729,35177.08439922061,62,79.1968528589319,164,Minor,Normal
2024-12-23,Midwest,Transportation Management,209,162226.25609642058,95263.30529247402,90,71.6584061661423,162,None,High
2023-08-06,Midwest,Freight Management,75,151431.30417142026,36282.43122988438,23,40.13870369794282,189,Minor,Normal
2024-09-19,Southeast,Dedicated Contract Carriage,156,424750.07534708595,80887.24994251483,35,48.04008122909307,91,None,Normal
2024-08-20,Midwest,Fleet Maintenance,234,308492.3714068563,79664.06337950673,80,31.97281973055322,132,None,Normal
2024-01-02,West,Distribution Center Management,180,385248.42863332643,50331.79228652968,63,68.52887317161449,95,None,Normal
2024-12-22,Midwest,Fleet Maintenance,56,165564.07676496968,37764.162782091546,44,74.16232399261511,115,Severe,Low
2023-11-19,Northeast,Dedicated Contract Carriage,114,255908.71180773072,41935.38342034704,40,36.160169717972124,90,None,Low
2024-07-27,Southwest,Fleet Maintenance,100,208582.86527698988,20309.42313902114,66,54.9038217567955,104,Severe,Normal
2023-01-31,Northwest,Fleet Maintenance,130,292890.71326786285,24208.48517618168,92,76.3145617317464,53,None,High
2024-02-19,Southwest,Freight Management,151,439993.86011248606,35825.74123870625,38,77.99822075156284,166,None,Normal
2024-03-03,Northwest,Transportation Management,140,267777.25399148825,29857.65888865293,91,77.87973947576806,55,None,Normal
2023-05-12,West,Transportation Management,194,447658.7871744038,105648.35564187185,77,51.07645740296076,60,None,Normal
2024-05-11,Northwest,Transportation Management,85,169903.68215354026,41803.91020578042,82,85.51327893625796,91,None,Normal
2024-01-18,Southwest,Transportation Management,182,465137.10102743166,103246.37907768086,92,63.32264525226232,118,None,Normal
2024-02-29,Southeast,Fleet Maintenance,126,252802.68496922316,87009.15391300789,76,56.41287761750225,79,None,Low
2024-11-22,West,Dedicated Contract Carriage,202,459205.99216688273,35418.70923677769,26,20.143625334685826,173,Minor,Normal
2023-04-06,Southwest,Fleet Maintenance,242,467204.70951285417,235055.19966181903,62,69.73716073584167,96,None,High
2023-11-09,Southeast,Dedicated Contract Carriage,135,235882.2433490269,25063.843420313522,92,32.12684953330837,135,None,High
2024-04-09,West,Fleet Maintenance,289,546766.3548118488,156777.6556264415,80,62.889046506943046,91,None,Normal
2023-01-11,Southwest,Freight Management,180,419117.45538468927,70700.10895157952,86,78.15925071772341,185,Moderate,Normal
2023-05-07,Northwest,Distribution Center Management,94,270069.8447638893,114886.04399472516,92,48.24458252032788,53,None,Low
