vehicle_id,date,region,service_type,miles_driven,fuel_consumed,load_capacity_used,driver_id,on_time_deliveries,total_deliveries,on_time_rate
VH-6886,2024-02-08,West,Transportation Management,459.016911450835,67.57223660922662,62.381304276663215,DRV-135,7,9,0.7777777777777778
VH-6590,2024-08-24,Midwest,Fleet Maintenance,392.3824072341342,63.840844042767614,87.70959241017981,DRV-447,6,10,0.6
VH-8897,2023-12-07,Southwest,Dedicated Contract Carriage,325.2487238650053,37.740663913848095,87.4819438119035,DRV-356,5,6,0.8333333333333334
VH-9664,2024-12-04,Northwest,Supply Chain Solutions,601.3275438233388,73.50087521333353,68.81802276076667,DRV-547,3,5,0.6
VH-9271,2023-11-14,Midwest,Distribution Center Management,372.99830546706664,45.125484425769216,85.91682950822121,DRV-444,8,10,0.8
VH-6158,2024-09-09,Southeast,Freight Management,348.5874303086871,40.32603066365574,78.34422505719616,DRV-370,7,9,0.7777777777777778
VH-9431,2023-12-29,Southwest,Transportation Management,222.97770068733467,32.826074152989825,90.39210961307914,DRV-337,6,9,0.6666666666666666
VH-1589,2024-01-17,Southwest,Transportation Management,182.27516847419759,23.072020771061553,91.64280146398958,DRV-972,2,4,0.5
VH-2884,2023-08-21,Southwest,Freight Management,505.366000190229,57.84287936675383,85.7612609343916,DRV-718,5,8,0.625
VH-6399,2023-12-10,Midwest,Dedicated Contract Carriage,652.3592749873492,83.34488814589616,95.17194150525731,DRV-568,2,3,0.6666666666666666
VH-9503,2024-07-02,Southeast,Fleet Maintenance,485.56915902811767,76.42527551398123,86.2882187212805,DRV-773,3,4,0.75
VH-2076,2024-07-06,Northwest,Freight Management,483.98022535182173,55.909050793124585,75.06261670630035,DRV-923,7,10,0.7
VH-8235,2024-06-12,West,Transportation Management,665.5697399771085,91.9708357437139,31.556158786714413,DRV-136,4,5,0.8
VH-7837,2024-07-24,Midwest,Dedicated Contract Carriage,510.1015304235216,72.9313073584545,69.91229275246393,DRV-309,2,3,0.6666666666666666
VH-1033,2023-07-02,Northeast,Dedicated Contract Carriage,449.07039809350556,64.77996123490308,91.57477443494975,DRV-787,3,5,0.6
VH-2841,2023-02-10,Northeast,Distribution Center Management,517.1386950380975,67.32887711499603,75.81176047880807,DRV-847,6,7,0.8571428571428571
VH-5481,2024-07-04,Midwest,Dedicated Contract Carriage,558.3462454020989,69.42583690885691,74.05143940650399,DRV-489,6,7,0.8571428571428571
VH-9440,2024-02-01,West,Supply Chain Solutions,511.13791793891556,75.9349409469709,57.68600173884205,DRV-584,7,9,0.7777777777777778
VH-2134,2024-12-04,Northeast,Transportation Management,391.72656515271524,49.13590036194688,67.19458848972572,DRV-153,9,10,0.9
VH-8261,2024-05-08,West,Supply Chain Solutions,498.7808068096908,63.36778057494714,92.181831814197,DRV-123,4,5,0.8
VH-6298,2024-10-20,Southwest,Dedicated Contract Carriage,366.8454362006063,44.10492399021613,54.602996018772245,DRV-862,4,5,0.8
VH-8017,2023-11-29,Midwest,Dedicated Contract Carriage,446.2777977583651,72.04786432645035,92.57395568599097,DRV-360,9,10,0.9
VH-8771,2023-05-07,Southwest,Supply Chain Solutions,497.671447424875,57.66114252739628,60.65795507483326,DRV-212,3,4,0.75
VH-9567,2024-07-11,Northeast,Distribution Center Management,670.65739944793,83.9857501439448,73.31746526665167,DRV-341,6,7,0.8571428571428571
VH-9915,2024-07-10,West,Dedicated Contract Carriage,502.64172655965325,58.293305910908686,63.91933577940313,DRV-556,5,8,0.625
VH-2913,2023-01-01,Southwest,Supply Chain Solutions,451.96913240638065,75.27418564233575,72.62148778457474,DRV-769,5,6,0.8333333333333334
VH-5297,2023-06-17,Northeast,Supply Chain Solutions,401.94449646643494,65.82136250295112,91.80016331215775,DRV-942,4,8,0.5
VH-2942,2024-09-11,Southeast,Transportation Management,379.9191743349174,49.890894749932606,77.52728394894677,DRV-331,4,5,0.8
VH-5004,2023-01-19,Southwest,Distribution Center Management,403.5906155215051,52.95780310205693,57.42857170740457,DRV-815,6,8,0.75
VH-2331,2023-11-28,Southeast,Fleet Maintenance,454.82462670305006,58.5158673192955,85.23101712162794,DRV-631,5,9,0.5555555555555556
VH-8890,2024-08-06,Southeast,Supply Chain Solutions,559.899887565504,72.49268682454966,93.36948569358616,DRV-676,4,5,0.8
VH-5588,2024-03-31,Northwest,Transportation Management,297.0788672094675,42.88331898562685,66.97121276592532,DRV-131,2,3,0.6666666666666666
VH-1337,2023-04-19,Northeast,Fleet Maintenance,541.9331562122547,85.84241819337227,67.96982045684686,DRV-499,1,2,0.5
VH-8066,2023-09-25,Midwest,Transportation Management,382.1701709020524,43.57805910967285,61.455879682412196,DRV-340,5,8,0.625
VH-8813,2024-03-20,West,Transportation Management,365.8747400763734,43.66512265350625,56.666895578152676,DRV-607,7,8,0.875
VH-9983,2023-08-28,Northeast,Freight Management,511.2844914646492,65.35067579825893,58.9720707531574,DRV-140,7,10,0.7
VH-4611,2023-10-28,Northwest,Distribution Center Management,404.98980900404695,53.454357646250884,77.01266437435874,DRV-557,7,10,0.7
VH-4700,2024-08-24,Northwest,Dedicated Contract Carriage,507.17179849049313,70.43377279971506,98.07456613963843,DRV-108,4,5,0.8
VH-7118,2023-04-13,Southwest,Distribution Center Management,496.5721828321122,71.79741851700572,51.66845820625432,DRV-696,5,6,0.8333333333333334
VH-8105,2023-09-07,West,Fleet Maintenance,546.694503551797,84.51858895953484,94.4047516732625,DRV-262,7,11,0.6363636363636364
VH-3673,2024-03-28,Northwest,Freight Management,608.2081398337239,79.1900914096557,93.09274876628297,DRV-580,5,11,0.45454545454545453
VH-3122,2024-06-03,Midwest,Distribution Center Management,243.59835909408932,30.158801108055012,65.78376708204667,DRV-737,9,12,0.75
VH-8082,2023-06-02,Northeast,Dedicated Contract Carriage,474.5327754832054,60.11660086932996,96.43532180598366,DRV-664,6,8,0.75
VH-9250,2023-06-23,Midwest,Distribution Center Management,361.2285866351947,60.189189360667974,75.23698482044924,DRV-800,7,10,0.7
VH-3062,2023-12-09,Southwest,Distribution Center Management,500.16394527916447,81.27297468855619,85.45341467985922,DRV-831,8,9,0.8888888888888888
VH-2254,2024-10-31,Northeast,Distribution Center Management,281.33473418567326,33.77722952888772,83.7357620561542,DRV-975,6,7,0.8571428571428571
VH-4688,2024-03-06,Southwest,Supply Chain Solutions,456.122558926006,59.43974641678944,64.37120616307402,DRV-510,1,2,0.5
VH-4748,2024-12-27,West,Supply Chain Solutions,224.15199739076064,27.90030939997003,66.24051894501612,DRV-758,4,6,0.6666666666666666
VH-7342,2024-11-19,West,Distribution Center Management,455.21551752940456,56.84588574522917,88.89863350335823,DRV-656,7,8,0.875
VH-5130,2024-11-17,Midwest,Dedicated Contract Carriage,450.67038286807826,54.185562062870254,39.355256881210266,DRV-474,4,6,0.6666666666666666
VH-5257,2024-10-19,Midwest,Dedicated Contract Carriage,369.2940033456275,55.09577501673068,88.21599753048076,DRV-445,8,11,0.7272727272727273
VH-4029,2023-11-20,West,Dedicated Contract Carriage,402.73495031144734,56.56876930936392,76.34342055640074,DRV-109,6,8,0.75
VH-3846,2024-11-03,Southeast,Dedicated Contract Carriage,405.61890409878293,47.0642243626921,66.55750555425448,DRV-508,5,8,0.625
VH-9662,2024-09-30,West,Freight Management,264.0483019342842,36.41861329765851,67.74205936734222,DRV-287,2,4,0.5
VH-5035,2024-02-24,Northeast,Freight Management,294.4257614041121,38.80113798003947,75.64699713333867,DRV-996,5,6,0.8333333333333334
VH-3899,2024-08-16,Southwest,Transportation Management,472.5775589148721,53.87818534967302,67.23316557285978,DRV-790,7,8,0.875
VH-5443,2024-04-29,West,Distribution Center Management,578.1775128127553,76.51904234379542,55.33204055309485,DRV-447,6,7,0.8571428571428571
VH-5789,2024-10-20,West,Distribution Center Management,544.4097157829109,72.89093295285551,92.45734257192306,DRV-321,6,8,0.75
VH-1912,2024-02-16,Northwest,Transportation Management,206.5264783553703,31.883787895394388,79.72207391538146,DRV-679,9,12,0.75
VH-5242,2023-03-25,Southwest,Dedicated Contract Carriage,598.8021405553181,81.82435593477256,71.76541103509952,DRV-281,7,10,0.7
VH-8541,2023-04-23,Northwest,Fleet Maintenance,606.1222347547418,70.60911858113406,97.76622443424047,DRV-167,9,10,0.9
VH-2711,2023-11-28,Southwest,Fleet Maintenance,360.3599231596379,55.33341142892368,65.04711228119915,DRV-718,6,8,0.75
VH-9866,2024-01-13,Northeast,Transportation Management,362.6709605989981,52.30989394841434,87.02626016683068,DRV-349,9,10,0.9
VH-2439,2024-10-16,Southwest,Fleet Maintenance,387.878571885444,44.56819293810301,69.81960047158226,DRV-424,4,5,0.8
VH-6613,2023-02-10,Midwest,Supply Chain Solutions,489.8092904244337,55.054041762781445,72.22344382501447,DRV-658,3,5,0.6
VH-4630,2023-04-15,West,Distribution Center Management,413.5853351621497,56.52742266000531,92.68664556698346,DRV-167,10,14,0.7142857142857143
VH-6375,2023-07-21,Southwest,Fleet Maintenance,496.69374736296163,82.31572463779486,58.997211368625514,DRV-864,2,5,0.4
VH-8103,2024-03-25,Northeast,Freight Management,293.7251867319703,33.522469812711805,90.08984361603463,DRV-950,4,5,0.8
VH-9877,2023-09-23,Southwest,Freight Management,321.3892735628166,49.61660718959448,66.71769841764362,DRV-767,3,4,0.75
VH-5216,2023-07-29,West,Supply Chain Solutions,344.92832348712557,43.907544327712365,43.47465794743315,DRV-442,2,3,0.6666666666666666
VH-3466,2024-07-16,Southeast,Distribution Center Management,351.9785442723924,46.70276435307738,46.471349108865,DRV-347,6,7,0.8571428571428571
VH-8824,2023-04-28,Southwest,Supply Chain Solutions,501.28527807171264,81.31534734936018,78.36409023658753,DRV-421,5,8,0.625
VH-5124,2024-12-13,Midwest,Distribution Center Management,479.49085222915255,64.75206025938368,60.582630126836825,DRV-831,5,6,0.8333333333333334
VH-1965,2024-01-12,West,Distribution Center Management,529.0016332317904,73.97092276208285,86.96339902158721,DRV-110,8,10,0.8
VH-7928,2024-07-04,Northeast,Fleet Maintenance,579.7983121038859,70.71954219968194,76.96290904454736,DRV-210,9,11,0.8181818181818182
VH-7096,2024-06-23,West,Freight Management,497.32344389930427,57.47960149481575,64.91241430716342,DRV-961,5,8,0.625
VH-7157,2023-03-25,Northwest,Transportation Management,236.13075360428832,36.98814972503142,91.65727374067306,DRV-697,5,6,0.8333333333333334
VH-9120,2024-03-29,Southeast,Fleet Maintenance,399.8576618530691,58.34357272372219,95.83404868398301,DRV-224,3,6,0.5
VH-2508,2024-10-28,Northeast,Dedicated Contract Carriage,416.0506508180531,58.35856715928816,56.86570647988914,DRV-564,7,9,0.7777777777777778
VH-1871,2024-09-20,Southeast,Supply Chain Solutions,480.9431768073136,66.85700793148014,70.87620894793011,DRV-379,9,10,0.9
VH-1863,2024-05-28,Southeast,Dedicated Contract Carriage,336.77418030679564,45.59525222197971,66.72181856408986,DRV-329,5,7,0.7142857142857143
VH-4055,2024-08-27,Midwest,Distribution Center Management,627.5979036104171,94.0362147010333,71.98715242805721,DRV-455,5,8,0.625
VH-6133,2024-11-08,Southwest,Fleet Maintenance,401.83851317726305,55.058981442938965,72.47184088669465,DRV-560,10,12,0.8333333333333334
VH-3682,2024-01-22,Midwest,Dedicated Contract Carriage,410.30576997660035,57.41981771452127,55.74505380094077,DRV-189,5,7,0.7142857142857143
VH-6278,2023-12-16,Midwest,Dedicated Contract Carriage,426.5315038964951,66.0306708062274,80.12040670165511,DRV-460,6,8,0.75
VH-6448,2023-10-23,Northwest,Freight Management,388.14166458795916,64.08648758603498,94.82445496438557,DRV-536,6,8,0.75
VH-1613,2023-09-15,Midwest,Dedicated Contract Carriage,241.77314133249826,30.454228788610877,83.30161111161,DRV-584,7,8,0.875
VH-2872,2023-03-22,Northeast,Freight Management,598.9301066304594,91.05674744953957,43.77023341309788,DRV-182,4,5,0.8
VH-8723,2023-09-25,Southwest,Freight Management,373.83441721543915,47.60642880098857,30.28801675028671,DRV-828,6,8,0.75
VH-8189,2024-02-23,Southwest,Distribution Center Management,525.5803394916273,83.17674188322535,51.2130479769643,DRV-182,6,7,0.8571428571428571
VH-6386,2023-08-23,Northeast,Freight Management,398.9554403090309,61.56457611600724,88.10128566319989,DRV-728,6,9,0.6666666666666666
VH-7942,2023-11-07,Midwest,Distribution Center Management,374.50459565254346,42.390945260819805,88.57967261002415,DRV-322,5,9,0.5555555555555556
VH-9759,2023-12-23,Midwest,Freight Management,300.60479386449816,34.918136980194845,83.87872400116659,DRV-189,9,12,0.75
VH-1244,2023-08-01,Southeast,Freight Management,236.2207280027642,31.34701522588744,86.70097963334096,DRV-586,3,5,0.6
VH-1020,2024-07-27,Southeast,Distribution Center Management,396.5598225650989,56.41193832322328,70.55684594420003,DRV-731,6,7,0.8571428571428571
VH-9585,2023-02-18,Northwest,Dedicated Contract Carriage,391.4757255351388,48.54016962454223,80.30411289707392,DRV-783,5,12,0.4166666666666667
VH-6767,2023-05-07,West,Supply Chain Solutions,622.3467253247383,74.01802686558261,39.45552272519207,DRV-339,8,9,0.8888888888888888
VH-4515,2023-08-11,Southeast,Fleet Maintenance,458.6137969036469,55.46087726833102,80.89032875582201,DRV-107,4,6,0.6666666666666666
VH-2910,2023-10-06,Southwest,Fleet Maintenance,586.9848458445823,73.05717724789854,73.04133972785779,DRV-609,8,10,0.8
VH-9481,2024-02-12,Northeast,Distribution Center Management,269.7732613600458,43.89670961408878,22.146596773768373,DRV-163,7,8,0.875
VH-6882,2024-05-19,Midwest,Dedicated Contract Carriage,456.2216340575382,54.80508020497663,32.871704563756026,DRV-931,3,5,0.6
VH-9552,2023-10-21,West,Supply Chain Solutions,516.0845621817689,61.4310064812581,83.43480306683028,DRV-468,6,7,0.8571428571428571
VH-9076,2023-10-04,Southeast,Transportation Management,463.4698087187035,73.33907479347155,88.48278487421788,DRV-349,6,7,0.8571428571428571
VH-2622,2024-03-13,West,Distribution Center Management,468.0183085213951,72.45894908447205,80.89016478186181,DRV-637,7,8,0.875
VH-5314,2023-04-17,Northeast,Transportation Management,420.0671854050402,60.82233868828504,69.57194321788174,DRV-627,8,11,0.7272727272727273
VH-3453,2024-10-19,Northeast,Fleet Maintenance,306.67961257473814,47.34500373793314,78.34356772468858,DRV-723,3,6,0.5
VH-3015,2024-02-24,West,Fleet Maintenance,286.022515512686,44.12346741870727,59.26481683051231,DRV-159,5,6,0.8333333333333334
VH-3800,2024-09-02,West,Supply Chain Solutions,534.8005556833235,78.08235714368963,80.58969240733337,DRV-653,2,3,0.6666666666666666
VH-9772,2024-03-04,Northwest,Supply Chain Solutions,370.72606994713254,47.91655064541575,48.108241677508964,DRV-644,6,10,0.6
VH-7752,2024-01-10,West,Transportation Management,398.8393526360773,50.273233032485315,86.26487058039011,DRV-424,8,10,0.8
VH-8453,2023-03-14,Midwest,Fleet Maintenance,370.7011751238974,53.66299019939989,90.92971134043042,DRV-806,3,6,0.5
VH-3853,2024-09-25,Southwest,Supply Chain Solutions,342.78774369470835,39.277345798641335,43.14749821973906,DRV-164,5,6,0.8333333333333334
VH-3236,2023-01-30,Southeast,Supply Chain Solutions,274.4943378624305,32.84862712015321,73.23648721238489,DRV-555,4,6,0.6666666666666666
VH-5176,2023-07-07,Southeast,Fleet Maintenance,634.325145510991,84.41535766383056,40.69894919468713,DRV-374,9,14,0.6428571428571429
VH-3155,2023-12-30,Southeast,Fleet Maintenance,205.37252594382136,30.796980294104554,64.67674168135282,DRV-253,4,6,0.6666666666666666
VH-6698,2024-03-26,West,Dedicated Contract Carriage,532.5439386303046,67.78659581197414,88.3423705516148,DRV-647,3,6,0.5
VH-7829,2023-07-14,West,Freight Management,580.6646035020301,95.04801910272325,54.700518546947585,DRV-593,3,5,0.6
VH-9537,2023-06-05,Northwest,Supply Chain Solutions,466.97401310092465,71.67864763667356,41.99689720653715,DRV-407,6,7,0.8571428571428571
VH-2886,2023-06-21,West,Transportation Management,429.0023949867531,58.63004228542304,71.39715096017181,DRV-228,4,7,0.5714285714285714
VH-7471,2023-02-10,Northwest,Distribution Center Management,477.95025590868835,56.72160250936781,71.23936912644952,DRV-948,3,4,0.75
VH-9746,2023-03-04,Northwest,Distribution Center Management,402.1086255689501,54.601452514904054,82.13772724774667,DRV-199,3,4,0.75
VH-4770,2023-01-23,Midwest,Fleet Maintenance,567.9149178837492,84.44730139194853,79.03246508342157,DRV-905,7,10,0.7
VH-9391,2023-12-26,Midwest,Freight Management,584.3412156838672,86.15957470623415,80.6774229198998,DRV-990,3,4,0.75
VH-3940,2023-03-16,Midwest,Transportation Management,515.0829231123947,72.58520324885622,71.12593671992731,DRV-959,6,8,0.75
VH-4490,2024-07-13,Midwest,Dedicated Contract Carriage,251.90661849312534,32.43219618154945,67.63886013567804,DRV-867,5,6,0.8333333333333334
VH-8899,2024-11-02,Northeast,Supply Chain Solutions,531.0118431373717,85.8178285366413,40.95986985177203,DRV-497,7,8,0.875
VH-1306,2023-04-28,Midwest,Dedicated Contract Carriage,604.012642001123,79.76119418443956,84.35984934600317,DRV-784,2,3,0.6666666666666666
VH-4075,2024-09-03,Midwest,Transportation Management,522.9870370529694,75.08160530974831,81.80204225210653,DRV-249,3,4,0.75
VH-2656,2024-01-15,Midwest,Dedicated Contract Carriage,568.2142502282297,67.0716297364651,35.71393107236327,DRV-391,10,13,0.7692307692307693
VH-8244,2024-11-09,Northwest,Fleet Maintenance,362.4788815318931,52.89911068315182,82.6817446389043,DRV-345,5,9,0.5555555555555556
VH-7611,2023-10-17,Southeast,Distribution Center Management,393.1019730442487,58.176405755055576,67.77514510634856,DRV-878,6,7,0.8571428571428571
VH-7322,2024-03-15,Southeast,Fleet Maintenance,607.2375695793388,78.90009457871696,74.55503838206823,DRV-821,7,10,0.7
VH-3692,2024-10-29,Southeast,Supply Chain Solutions,529.8898383157664,63.74957713088186,95.16194569430213,DRV-862,4,6,0.6666666666666666
VH-2764,2023-01-07,Southwest,Fleet Maintenance,420.3334935277903,56.80325454164228,86.89769325157125,DRV-211,5,8,0.625
VH-1275,2023-07-15,Northeast,Transportation Management,417.36870844071603,50.577680828850376,91.53820095832222,DRV-487,4,5,0.8
VH-6271,2024-02-25,Northwest,Transportation Management,452.3282925551795,67.89317078448605,85.7178507648159,DRV-279,7,10,0.7
